,C1ch1Watt,C1ch2Watt,C1ch3Watt,C1PositiveWattHour,C1temp1,C1temp2,C1temp3,C1temp4,C1t2-t1,C1t3-t4,C1e.flowRate,C1e.flowSpeed,C1c.flowRate,C1c.flowSpeed,C1Coolingcap,C1 O_F,C2ch1Watt,C2ch2Watt,C2ch3Watt,C2PositiveWattHour,C2temp1,C2temp2,C2temp3,C2temp4,C2t2-t1,C2t3-t4,C2e.flowRate,C2e.flowSpeed,C2c.flowRate,C2c.flowSpeed,C2Coolingcap,C2 O_F,C3ch1Watt,C3ch2Watt,C3ch3Watt,C3PositiveWattHour,C3temp1,C3temp2,C3temp3,C3temp4,C3t2-t1,C3t3-t4,C3e.flowRate,C3e.flowSpeed,C3c.flowRate,C3c.flowSpeed,C3Coolingcap,C3 O_F,C4ch1Watt,C4ch2Watt,C4ch3Watt,C4PositiveWattHour,C4temp1,C4temp2,C4temp3,C4temp4,C4t2-t1,C4t3-t4,C4e.flowRate,C4e.flowSpeed,C4c.flowRate,C4c.flowSpeed,C4Coolingcap,C4 O_F,powersum,temp,humidity,fan1,fan2,fan3,fan4
31/5/17 08:00,336.9137931,0,357.2758621,697.019287,22.17727696,26.8655911,27.62413091,27.50539206,4.688314134,0.118738848,0,0,0,0,0,TRUE,53364.25,49685.78333,52694.55,153835,12.72766108,16.12640396,34.47769277,31.02055946,3.398742879,3.457133308,233.3701324,3.476644949,214.2259949,1.843320874,55.37210411,TRUE,0,0,0,0,21.30191128,26.05955022,27.77722446,27.50566967,4.757638946,0.271554788,0.736640204,0.01097414,0,0,0.244666406,FALSE,74755.38182,70266.83636,70044.85455,205321.8182,11.52229309,16.03116363,35.67006544,30.95825295,4.508870534,4.711812491,235.9749105,3.515449775,200.3058517,1.723544166,74.27814319,TRUE,359853.8375,25.80059001,90.00127157,0.039908258,58.88410716,0.132852446,60.08272326
31/5/17 09:00,332.3389831,0,359.6101695,698.7853107,20.15141856,27.00462404,27.85377591,27.65795456,6.853205478,0.195821347,0,0,0,0,0,TRUE,52403.88333,48642.2,51904.78333,152308.3333,10.29769885,13.50756336,33.90055445,30.68410315,3.209864503,3.216451298,231.1389962,3.443406493,214.2410605,1.843450504,51.79494382,TRUE,0,0,0,0,19.03370504,26.19460359,28.14563366,27.83244053,7.160898559,0.313193127,0.046608245,0.000694349,0,0,0.023300096,FALSE,66742.85455,62130.76364,62195.52727,182118.5065,9.369862779,13.41766334,34.72086701,30.58405627,4.047800557,4.136810744,234.6053359,3.495046442,199.8295303,1.71944562,66.29555866,TRUE,335125.6251,25.84674856,89.2296737,0.041467891,58.8838393,0.133674213,60.08638357
31/5/17 10:00,342,0,368.25,710,19.48267537,27.10105328,28.10779713,27.92495033,7.618377907,0.182846801,0,0,0,0,0,TRUE,51917.26667,48889.58333,51342.58333,152711.6667,9.910684911,13.08583551,33.7179069,30.56981478,3.175150598,3.14809212,230.5690636,3.43491588,213.9000533,1.840516308,51.10846152,TRUE,0,0,0,0,18.22329225,26.27723754,28.54858466,28.13362204,8.053945292,0.414962621,-0.438957405,-0.006539393,0,0,-0.246807583,FALSE,60245.64286,56876.69643,56713.05357,171592.4026,9.197539948,13.01996872,34.37550957,30.40835143,3.822428768,3.967158148,235.0168299,3.501176745,198.9344434,1.711743794,62.71418868,TRUE,325014.0693,26.59342333,85.24706905,0.040091744,57.90142858,0.131117603,59.08656659
31/5/17 11:00,338.2833333,0,363.8333333,706.6666667,19.09558656,27.22964034,28.47933533,28.25093655,8.13405378,0.228398779,0,0,0,0,0,TRUE,52407.86667,49268.53333,51973.08333,154098.3333,9.735670665,12.91340446,34.17451103,31.0545281,3.177733791,3.119982925,231.4807353,3.448497566,214.699788,1.84739766,51.35228922,TRUE,0,0,0,0,17.84446739,26.41413438,29.01428302,28.52170361,8.569666989,0.492579409,-0.455457457,-0.006785204,0,0,-0.272482871,FALSE,58798.10909,55013.14545,55207.21818,167120.0974,9.092152541,12.8099061,34.76412565,30.88686694,3.717753554,3.877258708,234.2727479,3.490091733,200.1859851,1.722512746,60.80367269,TRUE,321925.0974,27.89781543,80.39597157,0.042110094,57.90267858,0.13312637,59.08821374
31/5/17 12:00,341.35,0,365.9666667,696.6666667,18.82855774,27.40231898,28.92438342,28.65308213,8.573761241,0.271301294,0,0,0,0,0,TRUE,53070.33333,49588.95,52123.48333,155186.6667,9.751891687,12.95267727,34.47288627,31.37143554,3.200785586,3.101450738,231.59795,3.450243759,214.2105598,1.843188098,51.7509989,TRUE,0,0,0,0,17.62550381,26.55263346,29.51469513,28.97280447,8.927129645,0.541890658,0.252298358,0.003758629,0,0,0.157236623,FALSE,59553.67857,55330.66071,55126.14286,174339.9026,9.138971721,12.83340456,35.05910346,31.1912798,3.694432837,3.867823668,234.4235338,3.49233807,200.9611211,1.729182456,60.46115337,TRUE,330223.2359,28.51383482,79.1289642,0.043027524,58.88500001,0.134587289,60.09407027
31/5/17 13:00,334.0333333,0,357.4,695,18.75291745,27.52377337,29.35622481,29.06529919,8.770855921,0.290925617,0,0,0,0,0,TRUE,53491.78333,49568.58333,52277.7,155091.6667,9.950561173,13.10719792,34.60764664,31.52933856,3.156636747,3.078308082,230.5908816,3.435234583,214.0553736,1.84185275,50.8152634,TRUE,0,0,0,0,17.41143717,26.68267791,30.03474948,29.42845854,9.271240735,0.606290946,1.243487872,0.018524932,0,0,0.804835001,FALSE,62033.85455,57633.92727,57128.03636,177061.8831,9.255218236,13.01071158,35.29230853,31.32764272,3.755493343,3.964665815,235.044969,3.501595918,200.3030123,1.723519719,61.6233636,TRUE,332848.5498,28.92296737,77.28236825,0.044770643,58.88589287,0.134861212,60.09571742
31/5/17 14:00,336.1333333,0,360.55,701.6666667,18.58823159,27.61362776,29.73917724,29.47054613,9.025396178,0.268631111,0,0,0,0,0,TRUE,53468.8,49761.93333,52499.6,155943.3333,9.976552021,13.11289473,34.69523239,31.63401362,3.136342704,3.061218775,230.655852,3.436208828,213.9531986,1.840973596,50.50279713,TRUE,0,0,0,0,17.3027549,26.810761,30.51907952,29.8600523,9.508006101,0.659027217,1.361314231,0.020280257,0,0,0.903598039,FALSE,62477.66071,58212.25,58093.60714,179810.8442,9.242222918,13.0662535,35.36369401,31.41843246,3.824030583,3.945261552,235.2286576,3.50433244,200.8493688,1.728220886,62.79701935,TRUE,336455.8442,29.00085191,78.05956107,0.043394497,56.92303573,0.131482834,58.09224011
31/5/17 15:00,339.8666667,0,364.9833333,709.8587571,18.52699328,27.74108951,30.12227457,29.85115144,9.21409623,0.271123127,0,0,0,0,0,TRUE,53595.78333,49767.85,52605.65,155036.6667,10.02532935,13.12446576,34.71267798,31.61176153,3.099136414,3.100916449,230.5340701,3.43439459,213.8639728,1.840205859,49.87733656,TRUE,0,0,0,0,17.21516941,26.96278968,30.96964603,30.32913272,9.747620269,0.640513314,0.662294982,0.009866578,0,0,0.450689573,FALSE,63195.92727,58891.50909,58659.47273,178274.8701,9.252369992,13.10969025,35.40410478,31.43053774,3.857320261,3.97356704,235.0604616,3.501826746,200.5863098,1.725957388,63.29839913,TRUE,334021.3956,29.00988021,77.3692174,0.045321103,58.88553573,0.136504748,60.09809663
31/5/17 16:00,341.7627119,0,368.0847458,705.1412429,18.51488769,27.76850438,30.42900159,30.14417074,9.253616685,0.284830849,0,0,0,0,0,TRUE,53090.1,49244.71667,52079.93333,154639.1525,9.899469732,13.05503816,34.29433309,31.20196111,3.155568432,3.092371979,230.7943744,3.438272452,214.3903991,1.844735505,50.84289423,TRUE,0,0,0,0,17.17653937,27.08597875,31.34384245,30.65811246,9.909439377,0.685729994,0.110017812,0.001607757,0,0,0.076109616,FALSE,61491.625,56832.85714,56767.57143,165763.3117,9.235992298,13.02085844,34.92078245,30.96466147,3.784866145,3.956120977,235.0600958,3.501821293,200.848303,1.728211717,62.10933468,TRUE,321107.6055,27.91218427,80.83136235,0.044128442,58.8844643,0.134861213,60.09425329
31/5/17 17:00,336.0666667,0,360.6166667,696.6666667,18.26548278,27.77491311,30.56572027,30.34782489,9.509430328,0.217895371,0,0,0,0,0,TRUE,52415.88136,49000.15254,51190.45763,152314.1808,9.058775514,12.24537986,33.75704068,30.64936842,3.186604348,3.107672262,231.8192284,3.453540285,213.5919939,1.83786558,51.57093955,TRUE,0,0,0,0,17.11619085,27.12959367,31.46293711,30.83257134,10.01340282,0.630365765,-0.045057243,-0.000671243,0,0,-0.03149733,FALSE,53068.81818,49352.32727,48603.96364,126043.8312,8.859481527,12.18772862,33.90892154,30.43452028,3.328247096,3.474401256,234.1355515,3.488047838,200.1315386,1.722044267,54.40143652,TRUE,279054.6786,26.9089672,83.99760935,0.043027525,57.90357144,0.131756756,59.08748168
31/5/17 18:00,340.1666667,0,364.3333333,708.3333333,18.04705317,27.77277706,30.56963677,30.40657123,9.725723885,0.163065537,0,0,0,0,0,TRUE,53347.75,49438.35,52130.75,149703.3333,8.622046918,11.95640821,32.92480053,29.68030807,3.334361294,3.244492453,231.9906268,3.456093689,211.9409052,1.823658688,54.00208619,TRUE,0,0,0,0,17.00581883,27.19991126,31.46044514,30.93457616,10.19409243,0.525868982,-0.156827714,-0.00233635,0,0,-0.111608899,FALSE,38582.08929,35862.57143,34869.67857,108899.8052,9.530613941,11.89559942,31.89677028,29.44384335,2.364985478,2.452926928,234.3672968,3.491500229,199.063414,1.712853506,38.69482908,TRUE,259311.4719,26.55699244,82.49306983,0.042385322,56.92160716,0.129474067,58.08894581
31/5/17 19:00,345.7,0,365.4666667,723.3333333,17.8743474,27.77541415,30.56916907,30.41293456,9.901066747,0.156234512,0,0,0,0,0,TRUE,52482.61667,47289.68333,51134.36667,136120,8.306400424,11.42971677,32.41542004,29.36153114,3.123316348,3.053888903,231.0845561,3.442595446,212.0639441,1.824717379,50.38651709,TRUE,0,0,0,0,16.86482753,27.23444689,31.42679961,30.90662722,10.36961936,0.520172388,0.053085449,0.000790844,0,0,0.03842959,FALSE,39197.41818,35417.63636,34867.32727,110421.6234,9.014180156,11.38984668,31.56405215,29.14245696,2.375666526,2.421595188,234.0104367,3.48618395,198.2019007,1.705440567,38.81040269,TRUE,247264.9567,26.42309457,82.56326138,0.041834864,57.90357144,0.131756756,59.08629207
31/5/17 20:00,351.2333333,0,373.0166667,721.6666667,17.50249249,27.78452637,30.49041827,30.40301064,10.28203388,0.087407635,0,0,0,0,0,TRUE,45033.35,39891.71667,44100.51667,116878.3333,7.77160609,10.66922499,31.50103349,28.78446028,2.897618895,2.716573217,230.5740082,3.434989576,212.5341048,1.828762923,46.6422033,TRUE,0,0,0,0,16.5677136,27.23658315,31.32443835,30.84058205,10.66886955,0.483856299,0.148074171,0.002205943,0,0,0.110287212,FALSE,39745.875,35756.89286,35575.75,107307.4675,8.267745673,10.60780846,30.96127899,28.55000868,2.340062788,2.411270316,233.71066,3.481717993,198.7056999,1.709775541,38.17978477,TRUE,224907.4675,26.17043055,79.84232343,0.041559634,57.90357144,0.13047845,59.08839676
31/5/17 21:00,346.6333333,0,371.2166667,711.6666667,17.27427172,27.77277706,30.4019429,30.30189613,10.49850534,0.100046778,0,0,0,0,0,TRUE,38243.55,33539.1,37193.46667,105635,7.455407284,9.955533407,30.56537049,28.2703959,2.500126123,2.294974586,231.6075198,3.45038631,211.9075576,1.823371747,40.42425429,TRUE,0,0,0,0,16.32258132,27.2963976,31.1795307,30.75495487,10.97381627,0.424575827,0.256766752,0.003825197,0,0,0.196708857,FALSE,36374.38182,32523,32503.47273,98494.78114,7.669957235,9.92652879,30.35779396,28.06989109,2.256571555,2.287902874,233.5785237,3.479749454,198.1033076,1.70459223,36.79674999,TRUE,204841.4478,26.100557,80.9709824,0.041284405,57.90285716,0.131117602,59.08729866
31/5/17 22:00,340.7666667,0,363.2166667,700,17.78020859,27.86013903,30.25742437,30.16980275,10.07993044,0.087621618,0,0,0,0,0,TRUE,28864.57627,25109.89831,27998.22034,31215,7.428360953,9.90023338,30.14101788,28.44072319,2.471872427,1.700294689,180.9824296,2.69619614,167.8529556,1.444301187,31.2312891,TRUE,0,0,0,0,16.84026683,27.44466045,30.89431081,30.62112679,10.60439362,0.27318402,0.496608083,0.007398248,0,0,0.367643648,FALSE,35707.72222,31403.72222,31271.42593,105774.537,7.619399609,9.814020562,30.61894813,28.37448211,2.194620953,2.244466017,234.3587622,3.491373139,198.7898684,1.710499767,35.90609373,TRUE,137689.537,25.9515907,84.0939956,0.04174312,45.5419643,0.130478451,59.08464492
31/5/17 23:00,345.3666667,0,356.1,706.6666667,18.70162975,28.17207407,29.98555569,30.03753738,9.47044432,-0.051981695,0,0,0,0,0,TRUE,329.1,0,341.55,678.3333333,8.412837432,10.97287447,28.39401576,28.49684456,2.560037042,-0.102828801,0,0,0,0,0,TRUE,0,0,0,0,17.37538692,27.9648597,30.48044926,30.42953572,10.58947278,0.050913538,-0.035909232,-0.00053496,0,0,-0.026546539,FALSE,40874.07143,35896.14286,34591.94643,113864.2857,8.797708934,11.03167199,33.22123308,30.86995501,2.233963057,2.351278073,238.9121459,3.55920741,201.2808159,1.731933276,37.25989781,TRUE,115249.2857,26.08033876,82.52969148,0.046880734,0.180803571,0.141983201,60.08656659
1/6/17 00:00,347.3166667,0,355.9666667,696.6666667,18.10241719,28.0741634,29.74184763,29.9074054,9.971746208,-0.165557764,0,0,0,0,0,TRUE,330.2833333,0,341.9166667,668.3333333,9.487832075,11.78771965,28.45393877,28.56111246,2.299887574,-0.107173688,0,0,0,0,0,TRUE,0,0,0,0,16.81551633,27.9340624,30.28801055,30.19366037,11.11854607,0.094350184,-0.102832503,-0.001531953,0,0,-0.07981892,FALSE,40744.44643,37148.91071,34933.05357,120682.7597,9.639205741,11.89987163,33.3326732,31.19092399,2.260665887,2.141749215,239.1599645,3.562902897,202.2597127,1.740356288,37.74438076,TRUE,122047.7597,26.75165164,79.67873298,0.044129996,0.173335351,0.136497012,58.04855197
1/6/17 01:00,343.85,0,354.0833333,696.6666667,18.01518778,28.07683379,29.61545378,29.76801628,10.06164602,-0.152562499,0,0,0,0,0,TRUE,326.0666667,0,341.25,665,10.41401474,12.42804564,28.499922,28.56310396,2.014030893,-0.06318196,0,0,0,0,0,TRUE,0,0,0,0,16.76228857,27.91821868,30.15378374,30.04786268,11.15593011,0.105921064,-0.086192537,-0.001284058,0,0,-0.067127874,FALSE,45892.87273,41349.56364,40256.29091,115854.3434,9.548059818,12.0497641,34.39669371,32.00999044,2.501704283,2.386703275,239.2216568,3.563818374,202.7260513,1.744368911,41.77956456,TRUE,117216.0101,26.29491868,83.03374785,0.046697248,0.180089287,0.137965671,60.08601754
1/6/17 02:00,342.1166667,0,351.4833333,696.6666667,17.91282673,28.07184944,29.53125067,29.65034543,10.15902272,-0.11909476,0,0,0,0,0,TRUE,324.55,0,337.25,668.3333333,11.0528565,12.96478265,28.49250871,28.63741615,1.911926156,-0.144907441,0,0,0,0,0,TRUE,0,0,0,0,16.53834028,27.91305601,30.00869829,29.90473511,11.37471573,0.103963179,-0.078933529,-0.001175917,0,0,-0.062680076,FALSE,39662.14815,36281.27778,34667.64815,111727.1825,9.910328999,12.09943126,33.20627961,31.17205381,2.189102262,2.034225809,239.0013395,3.560536189,202.0593541,1.738632272,36.52530307,TRUE,113092.1825,26.43326719,80.18183663,0.044862385,0.167946429,0.130934991,56.0786969
1/6/17 03:00,345.7666667,0,353.95,703.3333333,17.9991661,28.06900094,29.4536343,29.55154503,10.06983484,-0.097910726,0,0,0,0,0,TRUE,327.45,0,340.1833333,666.6666667,11.60541576,13.49561801,28.4957583,28.66339818,1.890202245,-0.167639886,0,0,0,0,0,TRUE,0,0,0,0,16.55685444,27.90077294,29.90028463,29.77834136,11.34391849,0.121943267,-0.083151799,-0.001238759,0,0,-0.065850972,FALSE,39875.75,36593.39286,34731.48214,111080.2249,10.02408324,12.21176122,32.81623926,30.74516381,2.187677982,2.071075449,239.0241547,3.560876076,201.9372869,1.737581946,36.50502332,TRUE,112450.2249,26.53327731,77.96139463,0.047522936,0.180982143,0.13796567,60.08638358
1/6/17 04:00,345.9666667,0,356.55,700,17.80103059,28.03464331,29.3103291,29.4344081,10.23361273,-0.124079003,0,0,0,0,0,TRUE,328.3,0,341.95,665,11.96929943,13.92485519,28.49575846,28.64330303,1.955555764,-0.147544578,0,0,0,0,0,TRUE,0,0,0,0,16.5504455,27.86249875,29.79543125,29.64749735,11.31205325,0.147933904,-0.080663552,-0.00120169,0,0,-0.063700997,FALSE,40032.77778,36781.48148,34888.03704,111787.6323,9.789275933,12.02501942,33.0765036,31.03515723,2.235743486,2.041346367,238.9280448,3.55944428,201.5524312,1.734270424,37.29207481,TRUE,113152.6323,26.09992123,80.25686023,0.045963303,0.173928572,0.134861215,58.08144214
1/6/17 05:00,345.6666667,0,356.5833333,703.3333333,17.70899478,27.98461971,29.21758089,29.30213996,10.27562493,-0.084559074,0,0,0,0,0,TRUE,328.5333333,0,341.8833333,669.9435028,12.19769795,14.36258945,28.4430194,28.63456791,2.164891502,-0.191548506,0,0,0,0,0,TRUE,0,0,0,0,16.41392606,27.84529411,29.68245238,29.48132101,11.43136805,0.201131368,-0.116167115,-0.001730606,0,0,-0.092706216,FALSE,39955.05357,36712.30357,34923.78571,111088.7987,9.740854833,11.99991856,33.10391851,31.0627501,2.25906373,2.041168411,239.0724089,3.561594946,202.2033188,1.739871027,37.70382264,TRUE,112462.0755,25.99310808,81.93840438,0.044495413,0.173571429,0.135226445,58.08071008
1/6/17 06:00,342.2833333,0,350.9166667,688.3333333,17.71967583,27.9762532,29.16809153,29.19817678,10.25657737,-0.030085258,0,0,0,0,0,TRUE,323.3728814,0,336.7627119,15275.0565,12.46170031,14.84662392,28.41845247,28.68245509,2.384923609,-0.264002622,0,0,0,0,0,TRUE,0,0,0,0,16.29498798,27.83330364,29.57255137,29.3936419,11.53831567,0.178909469,-0.080081999,-0.001193026,0,0,-0.064506691,FALSE,39554.87273,36504.30909,34469.89091,122450.487,9.844639899,12.06453956,33.26805221,31.25073828,2.21989966,2.017313931,238.9408272,3.55963472,202.4169762,1.741709473,37.02978164,TRUE,138413.8768,26.68173493,80.02263418,0.04587156,0.175982143,0.13796567,59.08455342
1/6/17 07:00,338.0833333,0,355.85,701.6666667,17.73534149,28.00918649,29.16435313,29.20422961,10.273845,-0.039876473,0,0,0,0,0,TRUE,22775.81667,21112.18333,22448.9,127473.3333,11.30386346,13.89528907,30.78432788,29.58875085,2.591425609,1.195577036,110.3262417,1.643591536,101.2298159,0.87103825,19.95928657,TRUE,0,0,0,0,16.40660616,27.81389933,29.56044594,29.3530534,11.40729317,0.207392543,-0.080803381,-0.001203773,0,0,-0.064348671,FALSE,50270.375,46975.08929,45959.55357,131589.513,9.557138893,12.5202687,33.85088681,30.94917382,2.963129803,2.901712989,236.6678957,3.525773572,200.2054482,1.722680223,48.95730124,TRUE,259764.513,27.75444419,76.31431045,0.04321101,30.51107144,0.138513515,60.08345532
1/6/17 08:00,336.7333333,0,364.8,704.2655367,17.45567368,28.11368364,29.33881202,29.34237245,10.65800996,-0.003560437,0,0,0,0,0,TRUE,52396.71667,47897.43333,51114.38333,155843.3333,9.032718967,12.25124463,33.18409469,29.98932501,3.218525668,3.194769681,231.8376348,3.453814479,212.564267,1.82902244,52.09167926,TRUE,0,0,0,0,16.40411388,27.83900024,29.8187516,29.60174638,11.43488636,0.217005223,0.01796947,0.000267701,0,0,0.014344802,FALSE,42244.45455,39840.69091,38734.05455,145539.0584,9.654693444,12.19698587,32.14617498,29.81483551,2.542292421,2.331339468,234.3190377,3.490781329,198.8467682,1.71098937,41.58728047,TRUE,302086.6573,28.99239592,71.73418783,0.041376148,56.92303573,0.131574142,58.08684112
