ts,gatewayId,attr,value
"2017-09-01 00:51:00",19,ts4,81.574731
"2017-09-01 00:52:00",19,ts4,81.757839
"2017-09-01 00:53:00",19,ts4,81.818875
"2017-09-01 00:54:00",19,ts4,81.513695
"2017-09-01 00:55:01",19,ts4,81.574731
"2017-09-01 00:56:00",19,ts4,81.574731
"2017-09-01 00:57:00",19,ts4,81.452659
"2017-09-01 00:58:00",19,ts4,81.223774
"2017-09-01 00:59:00",19,ts4,81.818875
"2017-09-01 01:00:00",19,ts4,81.818875
"2017-09-01 01:01:00",19,ts4,81.971466
"2017-09-01 01:02:00",19,ts4,82.246128
"2017-09-01 01:03:00",19,ts4,81.727321
"2017-09-01 01:04:00",19,ts4,82.124056
"2017-09-01 01:05:00",19,ts4,82.06302
"2017-09-01 01:06:00",19,ts4,81.971466
"2017-09-01 01:07:00",19,ts4,82.612345
"2017-09-01 01:08:00",19,ts4,82.307164
"2017-09-01 01:09:00",19,ts4,82.246128
"2017-09-01 01:10:00",19,ts4,82.673381
"2017-09-01 01:11:00",19,ts4,82.673381
"2017-09-01 01:12:00",19,ts4,82.978561
"2017-09-01 01:13:00",19,ts4,82.917525
"2017-09-01 01:14:00",19,ts4,83.222705
"2017-09-01 01:15:00",19,ts4,83.894102
"2017-09-01 01:16:00",19,ts4,83.497368
"2017-09-01 01:17:00",19,ts4,83.46685
"2017-09-01 01:18:00",19,ts4,83.588922
"2017-09-01 01:19:00",19,ts4,83.955138
"2017-09-01 01:20:00",19,ts4,83.710994
"2017-09-01 01:21:00",19,ts4,83.894102
"2017-09-01 01:22:00",19,ts4,83.649958
"2017-09-01 01:23:00",19,ts4,83.405814
"2017-09-01 01:24:00",19,ts4,83.192187
"2017-09-01 01:25:00",19,ts4,83.161669
"2017-09-01 01:26:00",19,ts4,83.161669
"2017-09-01 01:27:00",19,ts4,83.283742
"2017-09-01 01:28:00",19,ts4,83.161669
"2017-09-01 01:29:00",19,ts4,82.276646
"2017-09-01 01:30:00",19,ts4,82.337682
"2017-09-01 01:31:00",19,ts4,82.21561
"2017-09-01 01:32:00",19,ts4,82.551308
"2017-09-01 01:33:00",19,ts4,82.673381
"2017-09-01 01:34:00",19,ts4,83.039597
"2017-09-01 01:35:00",19,ts4,82.932784
"2017-09-01 01:36:00",19,ts4,83.070115
"2017-09-01 01:37:00",19,ts4,83.161669
"2017-09-01 01:38:00",19,ts4,83.405814
"2017-09-01 01:39:00",19,ts4,82.749676
"2017-09-01 01:40:00",19,ts4,82.307164
"2017-09-01 01:41:00",19,ts4,82.307164
"2017-09-01 01:42:00",19,ts4,82.398718
"2017-09-01 01:43:00",19,ts4,82.246128
"2017-09-01 01:44:00",19,ts4,82.307164
"2017-09-01 01:45:00",19,ts4,81.574731
"2017-09-01 01:46:00",19,ts4,81.269551
"2017-09-01 01:47:00",19,ts4,81.025406
"2017-09-01 01:48:00",19,ts4,81.025406
"2017-09-01 01:49:00",19,ts4,80.65919
"2017-09-01 01:50:00",19,ts4,80.003052
"2017-09-01 01:51:00",19,ts4,79.743648
"2017-09-01 01:52:00",19,ts4,79.194324
"2017-09-01 01:53:00",19,ts4,79.530022
"2017-09-01 01:54:00",19,ts4,79.133288
"2017-09-01 01:55:00",19,ts4,78.736553
"2017-09-01 01:56:00",19,ts4,78.553445
"2017-09-01 01:57:00",19,ts4,78.461891
"2017-09-01 01:58:00",19,ts4,78.400855
"2017-09-01 01:59:00",19,ts4,77.882048
"2017-09-01 02:00:00",19,ts4,77.576867
"2017-09-01 02:01:00",19,ts4,77.729458
"2017-09-01 02:02:00",19,ts4,77.729458
"2017-09-01 02:03:00",19,ts4,77.729458
"2017-09-01 02:04:00",19,ts4,77.546349
"2017-09-01 02:05:00",19,ts4,77.973602
"2017-09-01 02:06:00",19,ts4,77.546349
"2017-09-01 02:07:00",19,ts4,77.454795
"2017-09-01 02:08:00",19,ts4,77.195392
"2017-09-01 02:09:00",19,ts4,76.966506
"2017-09-01 02:10:00",19,ts4,76.661326
"2017-09-01 02:11:00",19,ts4,76.508736
"2017-09-01 02:12:00",19,ts4,76.90547
"2017-09-01 02:13:00",19,ts4,76.569772
"2017-09-01 02:14:00",19,ts4,76.4477
"2017-09-01 02:15:00",19,ts4,77.058061
"2017-09-01 02:16:00",19,ts4,77.058061
"2017-09-01 02:17:00",19,ts4,77.119097
"2017-09-01 02:18:00",19,ts4,76.75288
"2017-09-01 02:19:00",19,ts4,76.356146
"2017-09-01 02:20:00",19,ts4,76.264591
"2017-09-01 02:21:00",19,ts4,76.462959
"2017-09-01 02:22:00",19,ts4,76.75288
"2017-09-01 02:23:00",19,ts4,77.119097
"2017-09-01 02:24:00",19,ts4,76.844434
"2017-09-01 02:25:00",19,ts4,76.966506
"2017-09-01 02:26:00",19,ts4,77.363241
"2017-09-01 02:27:00",19,ts4,77.607385
"2017-09-01 02:28:00",19,ts4,77.882048
"2017-09-01 02:29:00",19,ts4,78.278782
"2017-09-01 02:30:00",19,ts4,78.095674
"2017-09-01 02:31:00",19,ts4,78.3093
"2017-09-01 02:32:00",19,ts4,78.217746
"2017-09-01 02:33:00",19,ts4,78.217746
"2017-09-01 02:34:00",19,ts4,78.522927
"2017-09-01 02:35:00",19,ts4,78.522927
"2017-09-01 02:36:00",19,ts4,78.370336
"2017-09-01 02:37:00",19,ts4,78.965438
"2017-09-01 02:38:00",19,ts4,78.370336
"2017-09-01 02:39:00",19,ts4,79.011215
"2017-09-01 02:40:00",19,ts4,79.011215
"2017-09-01 02:41:00",19,ts4,78.950179
"2017-09-01 02:42:00",19,ts4,79.316396
"2017-09-01 02:43:00",19,ts4,79.25536
"2017-09-01 02:44:00",19,ts4,78.644999
"2017-09-01 02:45:00",19,ts4,78.339818
"2017-09-01 02:46:00",19,ts4,78.660258
"2017-09-01 02:47:00",19,ts4,78.889143
"2017-09-01 02:48:00",19,ts4,79.25536
"2017-09-01 02:49:00",19,ts4,78.599222
"2017-09-01 02:50:00",19,ts4,79.072251
"2017-09-01 02:51:00",19,ts4,79.316396
"2017-09-01 02:52:00",19,ts4,78.797589
"2017-09-01 02:53:00",19,ts4,78.553445
"2017-09-01 02:54:00",19,ts4,78.644999
"2017-09-01 02:55:00",19,ts4,78.553445
"2017-09-01 02:56:00",19,ts4,78.553445
"2017-09-01 02:57:00",19,ts4,78.522927
"2017-09-01 02:58:00",19,ts4,78.461891
"2017-09-01 02:59:00",19,ts4,78.278782
"2017-09-01 03:00:00",19,ts4,78.370336
"2017-09-01 03:01:00",19,ts4,78.15671
"2017-09-01 03:02:00",19,ts4,77.882048
"2017-09-01 03:03:00",19,ts4,78.217746
"2017-09-01 03:04:00",19,ts4,78.034638
"2017-09-01 03:05:00",19,ts4,78.126192
"2017-09-01 03:06:00",19,ts4,78.187228
"2017-09-01 03:07:00",19,ts4,77.912566
"2017-09-01 03:08:00",19,ts4,78.217746
"2017-09-01 03:09:00",19,ts4,77.973602
"2017-09-01 03:10:00",19,ts4,78.034638
"2017-09-01 03:11:00",19,ts4,78.095674
"2017-09-01 03:12:00",19,ts4,77.882048
"2017-09-01 03:13:00",19,ts4,77.973602
"2017-09-01 03:14:00",19,ts4,77.973602
"2017-09-01 03:15:00",19,ts4,78.15671
"2017-09-01 03:16:00",19,ts4,78.065156
"2017-09-01 03:17:00",19,ts4,78.126192
"2017-09-01 03:18:00",19,ts4,78.278782
"2017-09-01 03:19:00",19,ts4,78.095674
"2017-09-01 03:20:00",19,ts4,78.217746
"2017-09-01 03:21:00",19,ts4,77.790494
"2017-09-01 03:22:00",19,ts4,77.882048
"2017-09-01 03:23:00",19,ts4,77.546349
"2017-09-01 03:24:00",19,ts4,77.912566
"2017-09-01 03:25:00",19,ts4,77.546349
"2017-09-01 03:26:00",19,ts4,77.424277
"2017-09-01 03:27:00",19,ts4,77.927825
"2017-09-01 03:28:00",19,ts4,78.065156
"2017-09-01 03:29:00",19,ts4,78.339818
"2017-09-01 03:30:00",19,ts4,78.278782
"2017-09-01 03:31:00",19,ts4,77.973602
"2017-09-01 03:32:00",19,ts4,78.065156
"2017-09-01 03:33:00",19,ts4,78.339818
"2017-09-01 03:34:00",19,ts4,78.126192
"2017-09-01 03:35:00",19,ts4,77.882048
"2017-09-01 03:36:00",19,ts4,78.065156
"2017-09-01 03:37:00",19,ts4,78.217746
"2017-09-01 03:38:00",19,ts4,78.065156
"2017-09-01 03:39:00",19,ts4,77.729458
"2017-09-01 03:40:00",19,ts4,77.668421
"2017-09-01 03:41:00",19,ts4,77.546349
"2017-09-01 03:42:00",19,ts4,77.454795
"2017-09-01 03:43:00",19,ts4,77.790494
"2017-09-01 03:44:00",19,ts4,77.790494
"2017-09-01 03:45:00",19,ts4,77.790494
"2017-09-01 03:46:00",19,ts4,78.278782
"2017-09-01 03:47:00",19,ts4,77.698939
"2017-09-01 03:48:00",19,ts4,77.729458
"2017-09-01 03:49:00",19,ts4,77.912566
"2017-09-01 03:50:00",19,ts4,77.882048
"2017-09-01 03:51:00",19,ts4,78.278782
"2017-09-01 03:52:00",19,ts4,77.668421
"2017-09-01 03:53:00",19,ts4,77.790494
"2017-09-01 03:54:00",19,ts4,78.278782
"2017-09-01 03:55:00",19,ts4,78.248264
"2017-09-01 03:56:00",19,ts4,78.065156
"2017-09-01 03:57:00",19,ts4,77.454795
"2017-09-01 03:58:00",19,ts4,77.546349
"2017-09-01 03:59:00",19,ts4,77.302205
"2017-09-01 04:00:00",19,ts4,77.668421
"2017-09-01 04:01:00",19,ts4,77.607385
"2017-09-01 04:02:00",19,ts4,77.729458
"2017-09-01 04:03:00",19,ts4,77.546349
"2017-09-01 04:04:00",19,ts4,77.790494
"2017-09-01 04:05:00",19,ts4,78.355077
"2017-09-01 04:06:00",19,ts4,77.912566
"2017-09-01 04:07:00",19,ts4,78.065156
"2017-09-01 04:08:00",19,ts4,77.973602
"2017-09-01 04:09:00",19,ts4,77.912566
"2017-09-01 04:10:00",19,ts4,78.339818
"2017-09-01 04:11:00",19,ts4,78.217746
"2017-09-01 04:12:00",19,ts4,78.339818
"2017-09-01 04:13:00",19,ts4,78.126192
"2017-09-01 04:14:00",19,ts4,78.583963
"2017-09-01 04:15:00",19,ts4,78.78233
"2017-09-01 04:16:00",19,ts4,78.828107
"2017-09-01 04:17:00",19,ts4,78.217746
"2017-09-01 04:18:00",19,ts4,78.217746
"2017-09-01 04:19:00",19,ts4,78.278782
"2017-09-01 04:20:00",19,ts4,78.278782
"2017-09-01 04:37:00",19,ts4,78.767071
"2017-09-01 04:38:00",19,ts4,79.133288
"2017-09-01 04:39:00",19,ts4,78.889143
"2017-09-01 04:40:00",19,ts4,78.858625
"2017-09-01 04:41:00",19,ts4,78.706035
"2017-09-01 04:42:00",19,ts4,78.553445
"2017-09-01 04:43:00",19,ts4,78.400855
"2017-09-01 04:44:00",19,ts4,78.15671
"2017-09-01 04:45:00",19,ts4,77.729458
"2017-09-01 04:46:00",19,ts4,77.119097
"2017-09-01 04:47:00",19,ts4,76.691844
"2017-09-01 04:48:00",19,ts4,76.813916
"2017-09-01 04:49:00",19,ts4,77.058061
"2017-09-01 04:50:00",19,ts4,77.027543
"2017-09-01 04:51:00",19,ts4,77.180133
"2017-09-01 04:52:00",19,ts4,77.012284
"2017-09-01 04:53:00",19,ts4,76.966506
"2017-09-01 04:54:00",19,ts4,76.966506
"2017-09-01 04:55:00",19,ts4,77.332723
"2017-09-01 04:56:00",19,ts4,77.302205
"2017-09-01 04:57:00",19,ts4,77.546349
"2017-09-01 04:58:00",19,ts4,77.668421
"2017-09-01 04:59:00",19,ts4,77.988861
"2017-09-01 05:00:00",19,ts4,77.424277
"2017-09-01 05:01:00",19,ts4,77.363241
"2017-09-01 05:02:00",19,ts4,77.912566
"2017-09-01 05:03:00",19,ts4,77.866789
"2017-09-01 05:04:00",19,ts4,77.668421
"2017-09-01 05:05:00",19,ts4,77.302205
"2017-09-01 05:06:00",19,ts4,77.698939
"2017-09-01 05:07:00",19,ts4,77.668421
"2017-09-01 05:08:00",19,ts4,78.522927
"2017-09-01 05:09:00",19,ts4,77.363241
"2017-09-01 05:10:00",19,ts4,77.729458
"2017-09-01 05:11:00",19,ts4,77.866789
"2017-09-01 05:12:00",19,ts4,77.607385
"2017-09-01 05:13:00",19,ts4,77.424277
"2017-09-01 05:14:00",19,ts4,78.065156
"2017-09-01 05:15:00",19,ts4,77.882048
"2017-09-01 05:16:00",19,ts4,77.546349
"2017-09-01 05:17:00",19,ts4,77.363241
"2017-09-01 05:18:00",19,ts4,77.317464
"2017-09-01 05:19:00",19,ts4,77.882048
"2017-09-01 05:20:00",19,ts4,77.85153
"2017-09-01 05:21:00",19,ts4,77.943084
"2017-09-01 05:22:00",19,ts4,77.302205
"2017-09-01 05:23:00",19,ts4,77.576867
"2017-09-01 05:24:00",19,ts4,77.729458
"2017-09-01 05:25:00",19,ts4,77.363241
"2017-09-01 05:26:00",19,ts4,77.729458
"2017-09-01 05:27:00",19,ts4,77.119097
"2017-09-01 05:28:00",19,ts4,77.119097
"2017-09-01 05:29:00",19,ts4,77.546349
"2017-09-01 05:30:00",19,ts4,77.790494
"2017-09-01 05:31:00",19,ts4,77.821012
"2017-09-01 05:32:00",19,ts4,78.034638
"2017-09-01 05:33:00",19,ts4,77.607385
"2017-09-01 05:34:00",19,ts4,77.454795
"2017-09-01 05:35:00",19,ts4,77.637903
"2017-09-01 05:36:00",19,ts4,78.034638
"2017-09-01 05:37:00",19,ts4,77.485313
"2017-09-01 05:38:00",19,ts4,77.546349
"2017-09-01 05:39:00",19,ts4,77.798123
"2017-09-01 05:40:00",19,ts4,78.171969
"2017-09-01 05:41:00",19,ts4,77.85153
"2017-09-01 05:42:00",19,ts4,77.546349
"2017-09-01 05:43:00",19,ts4,77.698939
"2017-09-01 05:44:00",19,ts4,77.912566
"2017-09-01 05:45:00",19,ts4,78.034638
"2017-09-01 05:46:00",19,ts4,78.187228
"2017-09-01 05:47:00",19,ts4,77.729458
"2017-09-01 05:48:00",19,ts4,77.607385
"2017-09-01 05:49:00",19,ts4,77.790494
"2017-09-01 05:50:00",19,ts4,77.576867
"2017-09-01 05:51:00",19,ts4,77.607385
"2017-09-01 05:52:00",19,ts4,78.034638
"2017-09-01 05:53:00",19,ts4,77.943084
"2017-09-01 05:54:00",19,ts4,77.576867
"2017-09-01 05:55:00",19,ts4,78.034638
"2017-09-01 05:56:00",19,ts4,77.668421
"2017-09-01 05:57:00",19,ts4,78.233005
"2017-09-01 05:58:00",19,ts4,77.576867
"2017-09-01 05:59:00",19,ts4,77.302205
"2017-09-01 06:00:00",19,ts4,77.256428
"2017-09-01 06:01:00",19,ts4,77.210651
"2017-09-01 06:02:00",19,ts4,77.912566
"2017-09-01 06:03:00",19,ts4,78.065156
"2017-09-01 06:04:00",19,ts4,77.119097
"2017-09-01 06:05:00",19,ts4,77.424277
"2017-09-01 06:06:00",19,ts4,77.454795
"2017-09-01 06:07:00",19,ts4,77.058061
"2017-09-01 06:08:00",19,ts4,77.302205
"2017-09-01 06:09:00",19,ts4,77.180133
"2017-09-01 06:10:00",19,ts4,77.058061
"2017-09-01 06:11:00",19,ts4,77.241169
"2017-09-01 06:12:00",19,ts4,77.256428
"2017-09-01 06:13:00",19,ts4,76.874952
"2017-09-01 06:14:00",19,ts4,76.951247
"2017-09-01 06:15:00",19,ts4,76.874952
"2017-09-01 06:16:00",19,ts4,76.813916
"2017-09-01 06:17:00",19,ts4,76.844434
"2017-09-01 06:18:00",19,ts4,76.90547
"2017-09-01 06:19:00",19,ts4,77.210651
"2017-09-01 06:20:00",19,ts4,77.363241
"2017-09-01 06:21:00",19,ts4,77.058061
"2017-09-01 06:22:00",19,ts4,76.997024
"2017-09-01 06:23:00",19,ts4,77.058061
"2017-09-01 06:24:00",19,ts4,77.302205
"2017-09-01 06:25:00",19,ts4,77.149615
"2017-09-01 06:26:00",19,ts4,77.668421
"2017-09-01 06:27:00",19,ts4,77.485313
"2017-09-01 06:28:00",19,ts4,77.485313
"2017-09-01 06:29:00",19,ts4,77.485313
"2017-09-01 06:30:00",19,ts4,77.058061
"2017-09-01 06:31:00",19,ts4,76.813916
"2017-09-01 06:32:00",19,ts4,77.271687
"2017-09-01 06:33:00",19,ts4,77.180133
"2017-09-01 06:34:00",19,ts4,76.997024
"2017-09-01 06:35:00",19,ts4,77.180133
"2017-09-01 06:36:00",19,ts4,77.302205
"2017-09-01 06:37:00",19,ts4,76.935988
"2017-09-01 06:38:00",19,ts4,77.424277
"2017-09-01 06:39:00",19,ts4,77.058061
"2017-09-01 06:40:00",19,ts4,77.058061
"2017-09-01 06:41:00",19,ts4,76.691844
"2017-09-01 06:42:00",19,ts4,76.569772
"2017-09-01 06:43:00",19,ts4,76.691844
"2017-09-01 06:44:00",19,ts4,76.462959
"2017-09-01 06:45:00",19,ts4,76.75288
"2017-09-01 06:46:00",19,ts4,76.60029
"2017-09-01 06:47:00",19,ts4,76.75288
"2017-09-01 06:48:00",19,ts4,76.630808
"2017-09-01 06:49:00",19,ts4,76.691844
"2017-09-01 06:50:00",19,ts4,76.4477
"2017-09-01 06:51:00",19,ts4,76.203555
"2017-09-01 06:52:00",19,ts4,76.264591
"2017-09-01 06:53:00",19,ts4,76.112001
"2017-09-01 06:54:00",19,ts4,76.203555
"2017-09-01 06:55:00",19,ts4,76.081483
"2017-09-01 06:56:00",19,ts4,76.417182
"2017-09-01 06:57:00",19,ts4,76.234073
"2017-09-01 06:58:00",19,ts4,76.325628
"2017-09-01 06:59:00",19,ts4,76.4477
"2017-09-01 07:00:00",19,ts4,76.356146
"2017-09-01 07:01:00",19,ts4,76.691844
"2017-09-01 07:02:00",19,ts4,76.508736
"2017-09-01 07:03:00",19,ts4,76.356146
"2017-09-01 07:04:00",19,ts4,76.325628
"2017-09-01 07:05:00",19,ts4,76.325628
"2017-09-01 07:06:00",19,ts4,76.691844
"2017-09-01 07:07:00",19,ts4,76.173037
"2017-09-01 07:08:00",19,ts4,76.325628
"2017-09-01 07:09:00",19,ts4,75.715267
"2017-09-01 07:10:00",19,ts4,75.898375
"2017-09-01 07:11:00",19,ts4,76.264591
"2017-09-01 07:12:00",19,ts4,75.898375
"2017-09-01 07:13:00",19,ts4,75.837339
"2017-09-01 07:14:00",19,ts4,76.142519
"2017-09-01 07:15:00",19,ts4,75.50164
"2017-09-01 07:16:00",19,ts4,75.547417
"2017-09-01 07:17:00",19,ts4,76.112001
"2017-09-01 07:18:00",19,ts4,75.226978
"2017-09-01 07:19:00",19,ts4,75.104906
"2017-09-01 07:20:00",19,ts4,74.738689
"2017-09-01 07:21:00",19,ts4,75.19646
"2017-09-01 07:22:00",19,ts4,75.593194
"2017-09-01 07:23:00",19,ts4,74.982834
"2017-09-01 07:24:00",19,ts4,75.226978
"2017-09-01 07:25:00",19,ts4,75.715267
"2017-09-01 07:26:00",19,ts4,75.226978
"2017-09-01 07:27:00",19,ts4,74.891279
"2017-09-01 07:28:00",19,ts4,74.860761
"2017-09-01 07:29:00",19,ts4,75.593194
"2017-09-01 07:30:00",19,ts4,74.982834
"2017-09-01 07:31:00",19,ts4,74.738689
"2017-09-01 07:32:00",19,ts4,75.898375
"2017-09-01 07:33:00",19,ts4,75.623713
"2017-09-01 07:34:00",19,ts4,75.745785
"2017-09-01 07:35:00",19,ts4,75.745785
"2017-09-01 07:36:00",19,ts4,75.440604
"2017-09-01 07:37:00",19,ts4,76.4477
"2017-09-01 07:38:00",19,ts4,76.569772
"2017-09-01 07:39:00",19,ts4,76.264591
"2017-09-01 07:40:00",19,ts4,76.569772
"2017-09-01 07:41:00",19,ts4,76.585031
"2017-09-01 07:42:00",19,ts4,77.058061
"2017-09-01 07:43:00",19,ts4,76.935988
"2017-09-01 07:44:00",19,ts4,76.844434
"2017-09-01 07:45:00",19,ts4,76.997024
"2017-09-01 07:46:00",19,ts4,77.698939
"2017-09-01 07:47:00",19,ts4,76.60029
"2017-09-01 07:48:00",19,ts4,76.630808
"2017-09-01 07:49:00",19,ts4,76.75288
"2017-09-01 07:50:00",19,ts4,77.180133
"2017-09-01 07:51:00",19,ts4,76.020447
"2017-09-01 07:52:00",19,ts4,75.776303
"2017-09-01 07:53:00",19,ts4,76.081483
"2017-09-01 07:54:00",19,ts4,75.34905
"2017-09-01 07:55:00",19,ts4,76.096742
"2017-09-01 07:56:00",19,ts4,75.745785
"2017-09-01 07:57:00",19,ts4,76.325628
"2017-09-01 07:58:00",19,ts4,76.081483
"2017-09-01 07:59:00",19,ts4,76.874952
"2017-09-01 08:00:21",19,ts4,76.386664
"2017-09-01 08:01:00",19,ts4,76.844434
"2017-09-01 08:02:00",19,ts4,76.90547
"2017-09-01 08:03:00",19,ts4,77.317464
"2017-09-01 08:04:00",19,ts4,77.363241
"2017-09-01 08:05:00",19,ts4,77.424277
"2017-09-01 08:06:00",19,ts4,76.630808
"2017-09-01 08:07:00",19,ts4,75.654231
"2017-09-01 08:08:00",19,ts4,76.966506
"2017-09-01 08:09:00",19,ts4,76.844434
"2017-09-01 08:10:00",19,ts4,76.707103
"2017-09-01 08:11:00",19,ts4,75.959411
"2017-09-01 08:12:00",19,ts4,76.813916
"2017-09-01 08:13:00",19,ts4,76.081483
"2017-09-01 08:14:00",19,ts4,77.058061
"2017-09-01 08:15:00",19,ts4,76.203555
"2017-09-01 08:16:00",19,ts4,75.898375
"2017-09-01 08:17:00",19,ts4,76.264591
"2017-09-01 08:18:00",19,ts4,77.210651
"2017-09-01 08:19:00",19,ts4,75.34905
"2017-09-01 08:20:00",19,ts4,76.661326
"2017-09-01 08:21:00",19,ts4,76.630808
"2017-09-01 08:22:00",19,ts4,76.325628
"2017-09-01 08:23:00",19,ts4,76.325628
"2017-09-01 08:24:00",19,ts4,76.081483
"2017-09-01 08:25:00",19,ts4,77.180133
"2017-09-01 08:26:00",19,ts4,76.401923
"2017-09-01 08:27:00",19,ts4,76.112001
"2017-09-01 08:28:00",19,ts4,74.952316
"2017-09-01 08:29:00",19,ts4,76.569772
"2017-09-01 08:30:00",19,ts4,75.837339
"2017-09-01 08:31:00",19,ts4,75.837339
"2017-09-01 08:32:00",19,ts4,75.745785
"2017-09-01 08:33:00",19,ts4,76.234073
"2017-09-01 08:34:00",19,ts4,75.654231
"2017-09-01 08:35:00",19,ts4,76.264591
"2017-09-01 08:36:00",19,ts4,76.4477
"2017-09-01 08:37:00",19,ts4,76.783398
"2017-09-01 08:38:00",19,ts4,76.150149
"2017-09-01 08:39:00",19,ts4,76.813916
"2017-09-01 08:40:00",19,ts4,78.034638
"2017-09-01 08:41:00",19,ts4,76.813916
"2017-09-01 08:42:00",19,ts4,76.60029
"2017-09-01 08:43:00",19,ts4,77.424277
"2017-09-01 08:44:00",19,ts4,77.821012
"2017-09-01 08:45:00",19,ts4,77.927825
"2017-09-01 08:46:00",19,ts4,77.912566
"2017-09-01 08:47:00",19,ts4,76.691844
"2017-09-01 08:48:00",19,ts4,77.119097
"2017-09-01 08:49:00",19,ts4,77.85153
"2017-09-01 08:50:00",19,ts4,76.569772
"2017-09-01 08:51:00",19,ts4,77.821012
"2017-09-01 08:52:00",19,ts4,78.15671
"2017-09-01 08:53:00",19,ts4,77.302205
"2017-09-01 08:54:00",19,ts4,77.058061
"2017-09-01 08:55:00",19,ts4,77.912566
"2017-09-01 08:56:00",19,ts4,78.034638
"2017-09-01 08:57:00",19,ts4,77.546349
"2017-09-01 08:58:00",19,ts4,77.119097
"2017-09-01 08:59:00",19,ts4,77.424277
"2017-09-01 09:00:00",19,ts4,77.088579
"2017-09-01 09:01:00",19,ts4,77.210651
"2017-09-01 09:02:00",19,ts4,77.546349
"2017-09-01 09:03:00",19,ts4,77.698939
"2017-09-01 09:04:00",19,ts4,76.783398
"2017-09-01 09:05:00",19,ts4,77.882048
"2017-09-01 09:06:00",19,ts4,77.988861
"2017-09-01 09:07:00",19,ts4,78.370336
"2017-09-01 09:08:00",19,ts4,78.217746
"2017-09-01 09:09:00",19,ts4,77.454795
"2017-09-01 09:10:00",19,ts4,79.133288
"2017-09-01 09:11:00",19,ts4,79.011215
"2017-09-01 09:12:00",19,ts4,78.370336
"2017-09-01 09:13:00",19,ts4,78.767071
"2017-09-01 09:14:00",19,ts4,79.25536
"2017-09-01 09:15:00",19,ts4,78.583963
"2017-09-01 09:16:00",19,ts4,79.25536
"2017-09-01 09:17:00",19,ts4,79.224842
"2017-09-01 09:18:00",19,ts4,79.530022
"2017-09-01 09:19:00",19,ts4,79.377432
"2017-09-01 09:20:00",19,ts4,79.377432
"2017-09-01 09:21:00",19,ts4,79.011215
"2017-09-01 09:22:00",19,ts4,78.767071
"2017-09-01 09:23:00",19,ts4,78.339818
"2017-09-01 09:24:00",19,ts4,78.858625
"2017-09-01 09:25:00",19,ts4,78.461891
"2017-09-01 09:26:00",19,ts4,79.041733
"2017-09-01 09:27:00",19,ts4,78.15671
"2017-09-01 09:28:00",19,ts4,78.339818
"2017-09-01 09:29:00",19,ts4,78.706035
"2017-09-01 09:30:00",19,ts4,78.522927
"2017-09-01 09:31:00",19,ts4,78.522927
"2017-09-01 09:32:00",19,ts4,78.950179
"2017-09-01 09:33:00",19,ts4,78.889143
